all,n,K,n_all_agree,all_agree,all_agree_lo,all_agree_hi,majority,mean_frac_callers,detected,detected_discord,singleton,jaccard,fleiss_kappa,rate_MUTECT,rate_MUSE,rate_VARSCANS,rate_SOMATICSNIPER,rate_RADIA,vtype,grouping,filter,centers,vaf_bin,lc,rate_INDELOCATOR,rate_VARSCANI,rate_PINDEL
,101206,3,0,0.0,0.0,3.795538818482491e-05,0.08457996561468688,0.36152665520489563,101206,1.0,0.9154200343853132,0.3331776428460221,-0.4440946239992863,,,,,,indel,lc,PASS,strict,,False,0.08461948896310495,0.08457996561468688,0.915380511036895
,45367,3,0,0.0,0.0,8.466800917017807e-05,0.5638018824255516,0.5212672941418505,45367,1.0,0.4361981175744484,0.33326818590470236,-0.33574996040772315,,,,,,indel,lc,PASS,strict,,True,0.5638459673330836,0.5638680097868495,0.43608790530561864
,8417,3,0,0.0,2.710505431213761e-20,0.00045618467459332824,0.08851134608530355,0.3628371153617678,8417,1.0,0.9114886539146965,0.33288650580875784,-0.44183834086287316,,,,,,indel,vaf_bin+lc,PASS,strict,5-10%,False,0.08863015326125698,0.08851134608530355,0.911369846738743
,1153,3,0,0.0,0.0,0.003320644148257083,0.25845620121422375,0.41948540040474125,1153,1.0,0.7415437987857763,0.3333333333333333,-0.3688275842186046,,,,,,indel,vaf_bin+lc,PASS,strict,5-10%,True,0.25845620121422375,0.25845620121422375,0.7415437987857763
,28103,3,0,0.0,0.0,0.0001366734439485932,0.04835782656655873,0.3494526088555196,28103,1.0,0.9516421734334413,0.3328434974283615,-0.4662617947089594,,,,,,indel,vaf_bin+lc,PASS,strict,10-20%,False,0.048428993345906134,0.04835782656655873,0.9515710066540939
,6758,3,0,0.0,0.0,0.0005681083835059479,0.28558745190884877,0.42852915063628294,6758,1.0,0.7144125480911512,0.3333333333333333,-0.36114468977132813,,,,,,indel,vaf_bin+lc,PASS,strict,10-20%,True,0.28558745190884877,0.28558745190884877,0.7144125480911512
,64686,3,0,0.0,0.0,5.938272121349169e-05,0.09980521287450143,0.36660173762483383,64686,1.0,0.9001947871254986,0.3332817097723401,-0.43551375605015386,,,,,,indel,vaf_bin+lc,PASS,strict,>=20%,False,0.09982067217017593,0.09980521287450143,0.9001793278298241
,37456,3,0,0.0,0.0,0.00010254872073916837,0.6233981204613414,0.5411327068204471,37456,1.0,0.3766018795386587,0.3332619710269036,-0.34241828098479005,,,,,,indel,vaf_bin+lc,PASS,strict,>=20%,True,0.6234515164459633,0.6234782144382742,0.3764683895771038
all,172470,3,0,0.0,1.6940658945086007e-21,2.227270401240121e-05,0.23708471038441467,0.41236157012813823,172470,1.0,0.7629152896155853,0.33321924506160766,-0.375594310886275,,,,,,indel,all,all,strict,,,0.2371310952629443,0.2371194990433119,0.7628341160781585
,11537,3,0,0.0,0.0,0.00033285777596035585,0.11796827598162433,0.3726560919938748,11537,1.0,0.8820317240183757,0.33284421618977744,-0.4258204357916711,,,,,,indel,vaf_bin,all,strict,5-10%,,0.11814163127329462,0.11796827598162433,0.8818583687267054
,41819,3,0,0.0,0.0,9.185073722158441e-05,0.09739592051459862,0.3657986401715329,41819,1.0,0.9026040794854013,0.33308799476611056,-0.43684357294944126,,,,,,indel,vaf_bin,all,strict,10-20%,,0.09746765824146919,0.09739592051459862,0.9025323417585308
,119114,3,0,0.0,0.0,3.224923129607017e-05,0.2976644223181154,0.43255480743937186,119114,1.0,0.7023355776818846,0.3332487428920532,-0.35804349975497335,,,,,,indel,vaf_bin,all,strict,>=20%,,0.2976896082744262,0.29771479423073693,0.7022600198129523
,119610,3,0,0.0,0.0,3.21155041410205e-05,0.09038541927932447,0.3634618064264415,119610,1.0,0.9096145807206756,0.3330560690080098,-0.44077278769592826,,,,,,indel,lc,all,strict,,False,0.09043558230917148,0.09041050079424798,0.909539336175905
,52860,3,0,0.0,0.0,7.266703884329905e-05,0.5690314037079077,0.5230104679026358,52860,1.0,0.43096859629209233,0.33327793289899393,-0.33616322888740213,,,,,,indel,lc,all,strict,,True,0.5690692395005675,0.5690881573968974,0.4308740068104427
,10133,3,0,0.0,0.0,0.0003789601362810537,0.09612158294680746,0.36537386098226915,10133,1.0,0.9038784170531925,0.3326502732240437,-0.4375511780951319,,,,,,indel,vaf_bin+lc,all,strict,5-10%,False,0.09631895786045594,0.09612158294680746,0.903681042139544
,1404,3,0,0.0,2.168404344971009e-19,0.0027286160644196386,0.27564102564102566,0.4252136752136752,1404,1.0,0.7243589743589743,0.3333333333333333,-0.36384524854757044,,,,,,indel,vaf_bin+lc,all,strict,5-10%,True,0.27564102564102566,0.27564102564102566,0.7243589743589743
,33836,3,0,0.0,6.776263578034403e-21,0.0001135188185018169,0.052724908381605394,0.3509083027938685,33836,1.0,0.9472750916183946,0.3327737362432382,-0.46345390295654965,,,,,,indel,vaf_bin+lc,all,strict,10-20%,False,0.05281357134413051,0.052724908381605394,0.9471864286558694
,7983,3,0,0.0,2.710505431213761e-20,0.00048097346623196145,0.28673431040962044,0.4289114368032068,7983,1.0,0.7132656895903795,0.3333333333333333,-0.3608418466707528,,,,,,indel,vaf_bin+lc,all,strict,10-20%,True,0.28673431040962044,0.28673431040962044,0.7132656895903795
,75641,3,0,0.0,0.0,5.078282598801303e-05,0.1064634259198054,0.3688211419732685,75641,1.0,0.8935365740801946,0.33316784576558683,-0.4318927618848098,,,,,,indel,vaf_bin+lc,all,strict,>=20%,False,0.10647664626326991,0.10650308695019897,0.8934836927063365
,43473,3,0,0.0,0.0,8.835643739972651e-05,0.6303452717778851,0.5434484239259617,43473,1.0,0.36965472822211487,0.3332725238373224,-0.3434780193771111,,,,,,indel,vaf_bin+lc,all,strict,>=20%,True,0.6303912773445587,0.6304142801278955,0.369539714305431
