all,n,K,n_all_agree,all_agree,all_agree_lo,all_agree_hi,majority,mean_frac_callers,detected,detected_discord,singleton,jaccard,fleiss_kappa,rate_MuTect2,rate_SomaticSniper,rate_VarDict,rate_MuSE,rate_Strelka,vtype,grouping,run,flags,callerset,denom,vaf_bin,lc
,22036,3,52,0.002359774913777455,0.001800096714472994,0.003092926632459217,0.01955890361227083,0.3406395595086828,22036,0.9976402250862225,0.9804410963877291,0.011054048842620914,-0.4805897113964318,0.2785895806861499,,0.7396532946088219,,0.00367580323107642,indel,vaf_bin,NV_T_1,strict,shared3,union,<5%,
,9447,3,291,0.03080342966020959,0.027505406041686158,0.03448287948540988,0.06922832645284217,0.3666772520376839,9447,0.9691965703397905,0.9307716735471578,0.1019998535254512,-0.3911743396127363,0.17105959563882714,,0.8769979887795067,,0.0519741716947179,indel,vaf_bin,NV_T_1,strict,shared3,union,5-10%,
,6490,3,734,0.11309707241910631,0.10561952789419427,0.12103236500372475,0.24329738058551617,0.4521314843348742,6490,0.8869029275808937,0.7567026194144838,0.23567191336207147,-0.19347613679132042,0.3531587057010786,,0.7788906009244992,,0.22434514637904468,indel,vaf_bin,NV_T_1,strict,shared3,union,10-20%,
,19292,3,8649,0.44832054737715116,0.4413137882277693,0.4553478834461298,0.7197283848227245,0.7226829773999586,19292,0.5516794526228489,0.28027161517727556,0.5972388781532684,0.08242578622338803,0.5432821895086046,,0.9234397677793904,,0.7013269749118806,indel,vaf_bin,NV_T_1,strict,shared3,union,>=20%,
,10822,3,4382,0.4049159120310479,0.39570284592011956,0.41419645772032126,0.5499907595638515,0.6516355571982998,10822,0.5950840879689522,0.4500092404361486,0.5423941564904968,0.1261870264745455,0.613287747181667,,0.817039364257993,,0.5245795601552393,indel,lc,NV_T_1,strict,shared3,union,,False
,46443,3,5344,0.11506577955773745,0.11219543365489906,0.1179997986366223,0.22817216803393406,0.4477459825305572,46443,0.8849342204422626,0.771827831966066,0.23477691218251093,-0.1929415169094095,0.2990978188316862,,0.8313847081368559,,0.21275542062312944,indel,lc,NV_T_1,strict,shared3,union,,True
,3164,3,43,0.01359039190897598,0.010105404719951729,0.018255060912106703,0.07806573957016436,0.3638853771597135,3164,0.9864096080910241,0.9219342604298356,0.04424608747741102,-0.4204830514634873,0.6077749683944375,,0.4664981036662453,,0.01738305941845765,indel,vaf_bin+lc,NV_T_1,strict,shared3,union,<5%,False
,18872,3,9,0.00047689699025010596,0.00025092428659536417,0.000906187509895573,0.009749894022891056,0.33674226367104704,18872,0.9995231030097499,0.9902501059771089,0.004747529482065717,-0.4917348325501026,0.22339974565493853,,0.7854493429419246,,0.001377702416278084,indel,vaf_bin+lc,NV_T_1,strict,shared3,union,<5%,True
,1304,3,218,0.16717791411042945,0.1479093223323156,0.18840166999339616,0.24386503067484663,0.47034764826175873,1304,0.8328220858895705,0.7561349693251533,0.35250942164318283,-0.11434866543562197,0.2553680981595092,,0.9601226993865031,,0.1955521472392638,indel,vaf_bin+lc,NV_T_1,strict,shared3,union,5-10%,False
,8143,3,73,0.00896475500429817,0.0071364756847487705,0.011256107450456198,0.0412624339923861,0.35007572966556144,8143,0.9910352449957018,0.958737566007614,0.04678050382182975,-0.4519213359860145,0.15755863932211717,,0.8636866019894388,,0.02898194768512833,indel,vaf_bin+lc,NV_T_1,strict,shared3,union,5-10%,True
,730,3,404,0.5534246575342465,0.5171753021430895,0.5891146860586515,0.6561643835616439,0.7365296803652969,730,0.4465753424657534,0.34383561643835614,0.6796898786949622,0.23290079198367689,0.6465753424657534,,0.9328767123287671,,0.6301369863013698,indel,vaf_bin+lc,NV_T_1,strict,shared3,union,10-20%,False
,5760,3,330,0.057291666666666664,0.05157981233774522,0.06359362946551333,0.1909722222222222,0.41608796296296297,5760,0.9427083333333334,0.8090277777777778,0.1602977912347282,-0.2933721678743881,0.3159722222222222,,0.759375,,0.17291666666666666,indel,vaf_bin+lc,NV_T_1,strict,shared3,union,10-20%,True
,5624,3,3717,0.6609174964438123,0.6484390554833334,0.6731762588861093,0.8726884779516358,0.8445353247984827,5624,0.33908250355618774,0.12731152204836416,0.7645552852399281,0.13913592855483817,0.6950568990042674,,0.9660384068278806,,0.8725106685633002,indel,vaf_bin+lc,NV_T_1,strict,shared3,union,>=20%,False
,13668,3,4932,0.3608428446005268,0.35283182016733716,0.36893206866522654,0.6567895815042435,0.6725441420349235,13668,0.6391571553994733,0.3432104184957565,0.5223865037765395,0.03258494379950706,0.48083113842551944,,0.9059116183786947,,0.630889669300556,indel,vaf_bin+lc,NV_T_1,strict,shared3,union,>=20%,True
all,224753,3,89425,0.39788122961651234,0.39585944520739036,0.39990650477633793,0.5308805666665184,0.6429205987610103,224753,0.6021187703834876,0.46911943333348166,0.5550040207478224,0.1257436951499768,0.42015012035434457,,0.980178240112479,,0.5284334358162072,snv,all,FD_T_1,strict,shared3,union,,
,28747,3,15,0.0005217935784603611,0.00031625196592218336,0.0008608078035862892,0.012662190837304762,0.337727994805255,28747,0.9994782064215396,0.9873378091626952,0.06109414652486728,-0.4895278068947166,0.03711691654781368,,0.9688315302466344,,0.007235537621317007,snv,vaf_bin,FD_T_1,strict,shared3,union,<5%,
,36813,3,2232,0.06063075543965447,0.05823841628014077,0.06311478192448887,0.09455898731426399,0.38506324758463945,36813,0.9393692445603455,0.9054410126857361,0.2438877205567055,-0.32236870609564866,0.1030070898867248,,0.9873685926167387,,0.064814060250455,snv,vaf_bin,FD_T_1,strict,shared3,union,5-10%,
,29556,3,6393,0.2163012586276898,0.21164443534149602,0.2210318182384835,0.2631276221410204,0.4931429602562367,29556,0.7836987413723102,0.7368723778589795,0.4092787906195116,-0.04512821867305137,0.2644471511706591,,0.9666057653268372,,0.24837596427121397,snv,vaf_bin,FD_T_1,strict,shared3,union,10-20%,
,129637,3,80785,0.6231631401528884,0.6205216099244626,0.6257973713523077,0.8307427663398567,0.8179686354975817,129637,0.37683685984711157,0.16925723366014334,0.7338344076665647,0.15637537970830437,0.6306455718660567,,0.9837469241034581,,0.8395134105232303,snv,vaf_bin,FD_T_1,strict,shared3,union,>=20%,
,144767,3,83891,0.5794898008524042,0.5769448526531363,0.5820305305668784,0.7563118666546934,0.7786005558356992,144767,0.4205101991475958,0.2436881333453066,0.6996114274696362,0.18686240039291757,0.6019672991772987,,0.9843610767647323,,0.7494732915650666,snv,lc,FD_T_1,strict,shared3,union,,False
,79986,3,5534,0.06918710774385517,0.06744904563551994,0.07096654885619498,0.12287150251293977,0.39735287008559833,79986,0.9308128922561448,0.8771284974870602,0.22595912227872839,-0.29569173438287616,0.09107843872677719,,0.972607706348611,,0.12837246518140674,snv,lc,FD_T_1,strict,shared3,union,,True
,4826,3,13,0.0026937422295897225,0.0015749573965371335,0.004603601273581314,0.04828014919187733,0.35032463047382234,4826,0.9973062577704103,0.9517198508081227,0.09760963768016727,-0.4606299942113598,0.13365105677579775,,0.8777455449647742,,0.039577289680895154,snv,vaf_bin+lc,FD_T_1,strict,shared3,union,<5%,False
,23921,3,2,8.360854479327788e-05,2.292877810827781e-05,0.00030482506862842054,0.005476359683959701,0.33518665607625103,23921,0.9999163914552067,0.9945236403160403,0.009513104400039515,-0.4957395740110438,0.01764140295138163,,0.9872078926466284,,0.0007106726307428619,snv,vaf_bin+lc,FD_T_1,strict,shared3,union,<5%,True
,17596,3,2122,0.120595589906797,0.11586648490225004,0.1254903175871133,0.17805182996135485,0.43288247328938395,17596,0.879404410093203,0.8219481700386452,0.3106619232617183,-0.19405494876512588,0.18765628551943622,,0.9844851102523301,,0.12650602409638553,snv,vaf_bin+lc,FD_T_1,strict,shared3,union,5-10%,False
,19217,3,110,0.005724098454493417,0.004751799029715249,0.006893968888419802,0.018108966019670082,0.34127768815805454,19217,0.9942759015455066,0.98189103398033,0.08101924897231448,-0.47426443478379565,0.025498256751834314,,0.9900088463339751,,0.008325961388354062,snv,vaf_bin+lc,FD_T_1,strict,shared3,union,5-10%,True
,15548,3,5993,0.38545150501672243,0.3778304747836374,0.3931291244746419,0.4487393877025984,0.6113969642397736,15548,0.6145484949832776,0.5512606122974016,0.550939500730161,0.13780512358507635,0.4469385129920247,,0.9671340365320299,,0.42011834319526625,snv,vaf_bin+lc,FD_T_1,strict,shared3,union,10-20%,False
,14008,3,400,0.028555111364934323,0.02592360611456013,0.03144511741711116,0.05711022272986865,0.3618884446982677,14008,0.9714448886350657,0.9428897772701313,0.14671197320831944,-0.4022504485140971,0.061893203883495146,,0.9660194174757282,,0.05775271273557967,snv,vaf_bin+lc,FD_T_1,strict,shared3,union,10-20%,True
,106797,3,75763,0.7094113130518648,0.7066807609154776,0.7121268007950378,0.928359410844874,0.8792569079655795,106797,0.2905886869481352,0.07164058915512608,0.8005408703790872,0.08761241837858125,0.7139620026779778,,0.9916664325776942,,0.9321422886410667,snv,vaf_bin+lc,FD_T_1,strict,shared3,union,>=20%,False
,22840,3,5022,0.21987740805604203,0.21455355344634433,0.2252954744386272,0.3742994746059545,0.5313922942206655,22840,0.7801225919439579,0.6257005253940455,0.379296497834249,-0.04427990764023708,0.24106830122591943,,0.9467162872154116,,0.4063922942206655,snv,vaf_bin+lc,FD_T_1,strict,shared3,union,>=20%,True
all,45805,3,7816,0.17063639340683331,0.16721896187104235,0.17410906479115434,0.36926099770767384,0.5132991303715023,45805,0.8293636065931667,0.6307390022923262,0.32261800654694217,-0.10660102635767736,0.24056325728632244,,0.9200742277043991,,0.37925990612378563,indel,all,FD_T_1,strict,shared3,union,,
,11222,3,5,0.00044555337729459987,0.00019032831200115264,0.0010426713585775023,0.022010336838353236,0.34081863007188257,11222,0.9995544466227054,0.9779896631616468,0.00957236278023306,-0.483053949187524,0.08456603101051506,,0.9370878631260025,,0.0008019960791302798,indel,vaf_bin,FD_T_1,strict,shared3,union,<5%,
,5428,3,120,0.02210759027266028,0.018520855742423216,0.02637026647999055,0.06098010316875461,0.3610292311471383,5428,0.9778924097273397,0.9390198968312454,0.10042443030901436,-0.41301399462277844,0.09893146647015476,,0.9504421518054532,,0.03371407516580693,indel,vaf_bin,FD_T_1,strict,shared3,union,5-10%,
,6046,3,492,0.0813761164406219,0.07474721256319693,0.08853664628576798,0.1768111147866358,0.4193957437424192,6046,0.9186238835593781,0.8231888852133642,0.20301448831690727,-0.25751230658975655,0.18541184254052265,,0.8824015878266622,,0.19037380086007277,indel,vaf_bin,FD_T_1,strict,shared3,union,10-20%,
,23109,3,7199,0.31152364879484185,0.3055843820354814,0.31752556679880334,0.6606516941451382,0.6573917809799934,23109,0.6884763512051582,0.33934830585486175,0.4789749460603327,-0.018933227922764678,0.364014020511489,,0.9145354623739669,,0.6936258600545242,indel,vaf_bin,FD_T_1,strict,shared3,union,>=20%,
,8180,3,3643,0.44535452322738384,0.43461226421374594,0.4561480829290458,0.7015892420537897,0.7156479217603913,8180,0.5546454767726161,0.29841075794621025,0.593461908327057,0.09147182569886565,0.5405867970660146,,0.9407090464547677,,0.6656479217603912,indel,lc,FD_T_1,strict,shared3,union,,False
,37625,3,4173,0.11091029900332226,0.10777694480021574,0.11412309610214325,0.29700996677740865,0.4693067552602436,37625,0.8890897009966777,0.7029900332225913,0.24824584331000477,-0.18993697546464736,0.17533554817275748,,0.9155880398671097,,0.31699667774086376,indel,lc,FD_T_1,strict,shared3,union,,True
,1075,3,5,0.004651162790697674,0.0019882858782228107,0.01084164265995604,0.15813953488372093,0.3875968992248062,1075,0.9953488372093023,0.8418604651162791,0.05907333155127862,-0.3977721518987344,0.3488372093023256,,0.8093023255813954,,0.004651162790697674,indel,vaf_bin+lc,FD_T_1,strict,shared3,union,<5%,False
,10147,3,0,0.0,0.0,0.00037843747597457,0.007588449788114714,0.3358628165960382,10147,1.0,0.9924115502118853,0.003079441454436626,-0.49437303902888385,0.056568443875036956,,0.9506258007292796,,0.00039420518379816696,indel,vaf_bin+lc,FD_T_1,strict,shared3,union,<5%,True
,844,3,104,0.12322274881516587,0.1027392388498713,0.14712051572659773,0.26066350710900477,0.46129541864139023,844,0.8767772511848341,0.7393364928909952,0.2726646425982803,-0.1760836379705138,0.28080568720379145,,0.9644549763033176,,0.1386255924170616,indel,vaf_bin+lc,FD_T_1,strict,shared3,union,5-10%,False
,4584,3,16,0.0034904013961605585,0.0021496638605338282,0.005662606712108668,0.024214659685863876,0.3425683536940081,4584,0.9965095986038395,0.9757853403141361,0.030323974508430607,-0.47489935410869477,0.06544502617801047,,0.9478621291448517,,0.014397905759162303,indel,vaf_bin+lc,FD_T_1,strict,shared3,union,5-10%,True
,808,3,342,0.42326732673267325,0.3896419161257526,0.45761890228560786,0.5457920792079208,0.6563531353135313,808,0.5767326732673267,0.4542079207920792,0.5736660693124004,0.14767868178069463,0.5371287128712872,,0.9195544554455446,,0.5123762376237624,indel,vaf_bin+lc,FD_T_1,strict,shared3,union,10-20%,False
,5238,3,150,0.0286368843069874,0.02445410382321167,0.033510537268595056,0.11989308896525391,0.3828433244240805,5238,0.9713631156930126,0.880106911034746,0.11146250040038774,-0.37038893739880546,0.1311569301260023,,0.8766704849179076,,0.14070255822833141,indel,vaf_bin+lc,FD_T_1,strict,shared3,union,10-20%,True
,5453,3,3192,0.5853658536585366,0.57223417398006,0.5983773431449404,0.9000550155877498,0.8284736230820955,5453,0.4146341463414634,0.09994498441225014,0.713093899165781,0.027400124292270237,0.6191087474784522,,0.9660737208875848,,0.9002384008802494,indel,vaf_bin+lc,FD_T_1,strict,shared3,union,>=20%,False
,17656,3,4007,0.2269483461712732,0.2208298181907265,0.23318566532970814,0.5867127322156774,0.6045536927956502,17656,0.7730516538287268,0.4132872677843226,0.39698549068135097,-0.07786620702850004,0.28522881739918443,,0.8986180335296783,,0.6298142274580879,indel,vaf_bin+lc,FD_T_1,strict,shared3,union,>=20%,True
all,264426,3,87655,0.33149160823822166,0.3296998061775972,0.3332883062519225,0.454403122234576,0.5952982434909325,264426,0.6685083917617783,0.545596877765424,0.48473217798398444,0.07505498064801797,0.40492992368375275,,0.9290084938697405,,0.45195631291930444,snv,all,NS_T_1,strict,shared3,union,,
,41968,3,7,0.0001667937476172322,8.079868012040824e-05,0.00034428295081538694,0.012533358749523446,0.3375667174990469,41968,0.9998332062523828,0.9874666412504766,0.03377644709244216,-0.49040581547250645,0.07546225695768205,,0.9294939001143728,,0.00774399542508578,snv,vaf_bin,NS_T_1,strict,shared3,union,<5%,
,57690,3,2868,0.04971398855954238,0.047970140660769926,0.051517799710084695,0.08720748829953198,0.37897382561969145,57690,0.9502860114404577,0.912792511700468,0.1351798838113261,-0.3459036193997877,0.19008493673080257,,0.8924250303345467,,0.05441150979372508,snv,vaf_bin,NS_T_1,strict,shared3,union,5-10%,
,35899,3,6442,0.1794478954845539,0.17551281799236193,0.18345156853405262,0.22276386528872671,0.46740392025776023,35899,0.8205521045154461,0.7772361347112733,0.30044414229033595,-0.09873913340604734,0.36624975626062006,,0.8204406807989081,,0.21552132371375246,snv,vaf_bin,NS_T_1,strict,shared3,union,10-20%,
,128869,3,78338,0.6078886310904872,0.6052198798655125,0.6105509503980949,0.8272121301476694,0.8117002537460523,128869,0.39211136890951276,0.17278786985233066,0.7221292495174657,0.14484908800368262,0.6191791664403387,,0.9754712149547214,,0.8404503798430965,snv,vaf_bin,NS_T_1,strict,shared3,union,>=20%,
,161918,3,82109,0.507102360454057,0.5046670652698029,0.5095373186433143,0.6789362516829506,0.7286795373790026,161918,0.492897639545943,0.32106374831704937,0.638141948543444,0.16897065289024457,0.5776380637112613,,0.9368816314430761,,0.6715189169826702,snv,lc,NS_T_1,strict,shared3,union,,False
,102508,3,5546,0.05410309439263277,0.05273488059000952,0.05550472666822052,0.0997385569906739,0.38461388379443556,102508,0.9458969056073673,0.9002614430093261,0.15678275679117173,-0.332140091397549,0.13212627307137004,,0.9165723650837008,,0.10514301322823584,snv,lc,NS_T_1,strict,shared3,union,,True
,9058,3,6,0.0006623978803267829,0.0003036171327116744,0.0014445329417165456,0.0416206668138662,0.34742768823139764,9058,0.9993376021196733,0.9583793331861338,0.049715879612153596,-0.46925746057964496,0.22963126517995142,,0.7796423051446235,,0.03300949436961802,snv,vaf_bin+lc,NS_T_1,strict,shared3,union,<5%,False
,32910,3,1,3.0385900941962928e-05,5.363877777671928e-06,0.00017211339505912278,0.004527499240352477,0.33485262838043145,32910,0.999969614099058,0.9954725007596475,0.0065297642681096,-0.4965593932374295,0.033029474323913705,,0.9707383773928897,,0.0007900334244910362,snv,vaf_bin+lc,NS_T_1,strict,shared3,union,<5%,True
,28667,3,2705,0.09435936791432657,0.09102953066963063,0.09779790456963422,0.15746328531063591,0.4172742177416542,28667,0.9056406320856735,0.8425367146893641,0.2032292506651037,-0.24150610425981786,0.27414797502354626,,0.8767223636934455,,0.10095231450797083,snv,vaf_bin+lc,NS_T_1,strict,shared3,union,5-10%,False
,29023,3,163,0.0056162353995107325,0.004819475000683085,0.006543850881281301,0.017813458291699686,0.34114323123040347,29023,0.9943837646004893,0.9821865417083003,0.026382801581115917,-0.4747044796935958,0.10705302690969232,,0.9079350859663026,,0.008441580815215519,snv,vaf_bin+lc,NS_T_1,strict,shared3,union,5-10%,True
,18265,3,6071,0.3323843416370107,0.3255886242798667,0.3392505493589385,0.39184232137968794,0.5747422210055663,18265,0.6676156583629893,0.6081576786203121,0.4651962737004614,0.08950012428018582,0.5238981658910484,,0.8287982480153299,,0.3715302491103203,snv,vaf_bin+lc,NS_T_1,strict,shared3,union,10-20%,False
,17634,3,371,0.0210389021209028,0.019022681624098033,0.023263754647711087,0.04763525008506295,0.3562247174019886,17634,0.9789610978790972,0.952364749914937,0.05903998593432214,-0.42293751864324547,0.20296019054100034,,0.8117840535329477,,0.053929908132017694,snv,vaf_bin+lc,NS_T_1,strict,shared3,union,10-20%,True
,105928,3,73327,0.692234347858923,0.6894478373160597,0.6950069162230976,0.9240616267653501,0.872098658208091,105928,0.307765652141077,0.07593837323464996,0.788329023420821,0.0802746104574255,0.6987954082017974,,0.9852446945094782,,0.9322558719129975,snv,vaf_bin+lc,NS_T_1,strict,shared3,union,>=20%,False
,22941,3,5011,0.2184298853580925,0.21313061397315375,0.22382343850152375,0.38001830783313717,0.5328160643970766,22941,0.7815701146419075,0.6199816921668628,0.3723407044705918,-0.04660180334428583,0.251558345320605,,0.9303430539209276,,0.41654679394969707,snv,vaf_bin+lc,NS_T_1,strict,shared3,union,>=20%,True
all,52480,3,7551,0.14388338414634147,0.14090667002857196,0.14691222887334768,0.3165205792682927,0.4868013211382114,52480,0.8561166158536585,0.6834794207317073,0.28903611978737526,-0.1422847885897837,0.22389481707317074,,0.9161966463414634,,0.3203125,indel,all,NS_T_1,strict,shared3,union,,
,16220,3,13,0.0008014796547472256,0.00046846718086907707,0.0013708912039152928,0.01966707768187423,0.3401561857788738,16220,0.9991985203452528,0.9803329223181257,0.009996821672905892,-0.48392176494953026,0.09648581997533909,,0.9226263871763255,,0.0013563501849568433,indel,vaf_bin,NS_T_1,strict,shared3,union,<5%,
,7642,3,183,0.023946610834859983,0.020750611511433113,0.027620972023564616,0.065166186862078,0.36303759923231266,7642,0.9760533891651401,0.934833813137922,0.0950963907613715,-0.40697673222719205,0.11986390997121173,,0.9269824653232138,,0.04226642240251243,indel,vaf_bin,NS_T_1,strict,shared3,union,5-10%,
,6634,3,545,0.08215254748266505,0.0757840639642293,0.08900466526447846,0.189779921615918,0.4239774896995277,6634,0.9178474525173349,0.810220078384082,0.2019512241074748,-0.25275745981484454,0.2007838408200181,,0.8697618329816099,,0.20138679529695508,indel,vaf_bin,NS_T_1,strict,shared3,union,10-20%,
,21984,3,6810,0.3097707423580786,0.30369202275619656,0.31591593122763206,0.6611626637554585,0.6569778020378457,21984,0.6902292576419214,0.3388373362445415,0.4780072457861251,-0.020937575687123088,0.3610352983988355,,0.9217157933042213,,0.6881823144104804,indel,vaf_bin,NS_T_1,strict,shared3,union,>=20%,
,8979,3,3513,0.3912462412295356,0.3812004119402053,0.40138508631744757,0.6331440026729035,0.6747967479674797,8979,0.6087537587704644,0.36685599732709656,0.5452678604226636,0.0753177091929361,0.49181423321082524,,0.9354048335003898,,0.5971711771912239,indel,lc,NS_T_1,strict,shared3,union,,False
,43501,3,4038,0.09282545228845314,0.09013433737100376,0.09558847388136296,0.2511666398473598,0.447997364045271,43501,0.9071745477115468,0.7488333601526401,0.22079180299038006,-0.22279313506077447,0.1685938254293005,,0.9122319027148801,,0.2631663639916324,indel,lc,NS_T_1,strict,shared3,union,,True
,1543,3,10,0.0064808813998703824,0.003524083570209114,0.011888910880347416,0.14128321451717435,0.38258803197234825,1543,0.9935191186001296,0.8587167854828257,0.057346640273969414,-0.4020017314963613,0.3272845106934543,,0.8107582631237849,,0.009721322099805573,indel,vaf_bin+lc,NS_T_1,strict,shared3,union,<5%,False
,14677,3,3,0.00020440144443687402,6.951731665375796e-05,0.0006008433604436082,0.006881515296041425,0.3356953055801594,14677,0.9997955985555631,0.9931184847039586,0.0033129854031804912,-0.49443619060505606,0.07222184370102883,,0.9343871363357634,,0.00047693670368603936,indel,vaf_bin+lc,NS_T_1,strict,shared3,union,<5%,True
,1122,3,151,0.13458110516934046,0.11585405951744639,0.15580182633086792,0.2540106951871658,0.46286393345216875,1122,0.8654188948306596,0.7459893048128342,0.2908688290372912,-0.1602924386835861,0.26559714795008915,,0.9616755793226381,,0.16131907308377896,indel,vaf_bin+lc,NS_T_1,strict,shared3,union,5-10%,False
,6520,3,32,0.0049079754601227,0.003478808892734631,0.006920195934240078,0.03266871165644172,0.3458588957055215,6520,0.9950920245398773,0.9673312883435583,0.03419754864651326,-0.4661270295959916,0.09478527607361963,,0.9210122699386503,,0.021779141104294478,indel,vaf_bin+lc,NS_T_1,strict,shared3,union,5-10%,True
,809,3,368,0.45488257107540175,0.4208625331261391,0.4893290556420917,0.5908529048207664,0.6819118252987226,809,0.5451174289245982,0.40914709517923364,0.6000180936372012,0.1622912198863546,0.5550061804697157,,0.9196538936959209,,0.5710754017305315,indel,vaf_bin+lc,NS_T_1,strict,shared3,union,10-20%,False
,5825,3,177,0.030386266094420602,0.02627839376425975,0.0351131299799962,0.1340772532188841,0.3881545064377683,5825,0.9696137339055794,0.8659227467811159,0.11569615715288885,-0.3609153272035965,0.151587982832618,,0.8628326180257511,,0.15004291845493561,indel,vaf_bin+lc,NS_T_1,strict,shared3,union,10-20%,True
,5505,3,2984,0.5420526793823797,0.5288666376905471,0.5551800722140645,0.8544959128065395,0.7988495307296398,5505,0.45794732061762033,0.1455040871934605,0.6783096324711367,0.050033625278725596,0.5747502270663034,,0.9673024523160763,,0.8544959128065395,indel,vaf_bin+lc,NS_T_1,strict,shared3,union,>=20%,False
,16479,3,3826,0.23217428242004975,0.2257906940182022,0.23868270869864042,0.5965774622246496,0.6095839148815664,16479,0.7678257175799502,0.4034225377753504,0.4033267694592544,-0.07542517441990768,0.2896413617331149,,0.9064870441167546,,0.6326233387948298,indel,vaf_bin+lc,NS_T_1,strict,shared3,union,>=20%,True
all,287632,3,73281,0.2547734605329032,0.2531843481084597,0.25636912309830495,0.45256438782889247,0.5691126161205985,287632,0.7452265394670968,0.5474356121711075,0.4060572700784099,-0.012989786434450406,0.3983249429827001,,0.8373929187294877,,0.47161998664960786,snv,all,NS_380X,strict,shared3,union,,
,104493,3,37,0.00035409070464050224,0.0002569176854996295,0.00048799917259860574,0.07473227871723465,0.35836212314062504,104493,0.9996459092953595,0.9252677212827654,0.07253333200078387,-0.44914834232915696,0.32644291962141003,,0.6697290727608548,,0.07891437703961031,snv,vaf_bin,NS_380X,strict,shared3,union,<5%,
,36152,3,4139,0.11448882496127462,0.11124753757764062,0.1178120313513029,0.14513719849524231,0.4198753411521723,36152,0.8855111750387253,0.8548628015047577,0.2377849214345018,-0.21180041204290423,0.25320867448550566,,0.8783469794202257,,0.12807036955078557,snv,vaf_bin,NS_380X,strict,shared3,union,5-10%,
,16492,3,6214,0.3767887460586951,0.36942256565917675,0.38421231194648253,0.45919233567790446,0.6119936939121998,16492,0.6232112539413048,0.5408076643220956,0.5269679223933091,0.12516066591017663,0.4334829008003881,,0.9273587193790929,,0.4751394615571186,snv,vaf_bin,NS_380X,strict,shared3,union,10-20%,
,130495,3,62891,0.48194183685198666,0.47923135700989944,0.48465337984052553,0.8394421242193187,0.7737946536904352,130495,0.5180581631480133,0.16055787578068126,0.6299975622838552,0.013428247218336457,0.49164335798306447,,0.94893290930687,,0.8808076937813709,snv,vaf_bin,NS_380X,strict,shared3,union,>=20%,
,173208,3,68681,0.39652325527689253,0.3942218597348158,0.39882924059355285,0.6897776084245532,0.6954336212338151,173208,0.6034767447231075,0.31022239157544684,0.555015815259113,0.05026675296861973,0.5546395085677336,,0.8240843379058704,,0.7075770172278417,snv,lc,NS_380X,strict,shared3,union,,False
,114424,3,4600,0.04020135635880585,0.03907855553612868,0.04135502899611904,0.09348563238481437,0.3778956629145401,114424,0.9597986436411942,0.9065143676151857,0.11281235370038507,-0.36089224877185816,0.16170558624064882,,0.8575386282598056,,0.11444277424316578,snv,lc,NS_380X,strict,shared3,union,,True
,38820,3,36,0.0009273570324574962,0.0006699621389964605,0.0012835142809280574,0.187403400309119,0.39611025244719217,38820,0.9990726429675425,0.8125965996908809,0.09834882246040749,-0.39220142055460117,0.6252704791344668,,0.3700669757856775,,0.19299330242143226,snv,vaf_bin+lc,NS_380X,strict,shared3,union,<5%,False
,65673,3,1,1.522695780609992e-05,2.6879370066788003e-06,8.625450740664935e-05,0.008131195468457357,0.33604880747542115,65673,0.9999847730421939,0.9918688045315427,0.012375024801759895,-0.4939415920369088,0.149802810896411,,0.8468624853440531,,0.011481126185799339,snv,vaf_bin+lc,NS_380X,strict,shared3,union,<5%,True
,16196,3,3903,0.2409854285008644,0.23446069202557743,0.24763300492034498,0.29328229192393185,0.5114225734749321,16196,0.7590145714991355,0.7067177080760682,0.3899053302246538,-0.012547878151557203,0.38663867621634973,,0.8889231909113361,,0.2587058532971104,snv,vaf_bin+lc,NS_380X,strict,shared3,union,5-10%,False
,19956,3,236,0.011826017237923432,0.010417326914699794,0.013422614890569872,0.02490479053918621,0.3455769359257032,19956,0.9881739827620766,0.9750952094608137,0.040179228600797395,-0.4564943828698665,0.1449188214070956,,0.8697634796552415,,0.0220485067147725,snv,vaf_bin+lc,NS_380X,strict,shared3,union,5-10%,True
,9264,3,5854,0.6319084628670121,0.6220347137952459,0.6416728615726858,0.7355354058721935,0.7891479562464019,9264,0.3680915371329879,0.26446459412780654,0.7381841559684635,0.2626081608745365,0.6611614853195165,,0.9698834196891192,,0.7363989637305699,snv,vaf_bin+lc,NS_380X,strict,shared3,union,10-20%,False
,7228,3,360,0.04980630879911455,0.04502588973447347,0.05506500176838476,0.10500830105146652,0.38493820328352707,7228,0.9501936912008855,0.8949916989485335,0.13222837807196966,-0.3377689770750927,0.14167127836192583,,0.8728555617044825,,0.14028776978417265,snv,vaf_bin+lc,NS_380X,strict,shared3,union,10-20%,True
,108928,3,58888,0.5406139835487661,0.5376531542154457,0.5435719483946555,0.923876321974148,0.8214967685076381,108928,0.45938601645123384,0.07612367802585195,0.6827217878653103,-0.044250217740182285,0.5453877790834313,,0.96384767920094,,0.9552548472385429,snv,vaf_bin+lc,NS_380X,strict,shared3,union,>=20%,False
,21567,3,4003,0.18560764130384383,0.18047497737279836,0.19085228281367575,0.4129920712199193,0.5328665708412544,21567,0.8143923586961561,0.5870079287800807,0.32926141050241825,-0.09056865739034767,0.22019752399499234,,0.8736031900588863,,0.5047989984698845,snv,vaf_bin+lc,NS_380X,strict,shared3,union,>=20%,True
