source,hypothesis,context,bins_tested,bins_sig_support,bins_sig_reversed,verdict,per_bin
D1b raw VCFs,H4 LC>nonLC,shared4 | truth | snv,4,2,0,partial,"<5%: +0.02 [-0.05,+0.03]; 5-10%: +0.02 [-0.04,+0.06]; 10-20%: +0.09 [+0.04,+0.14]; >=20%: +0.09 [+0.07,+0.11]"
D1b raw VCFs,H4 LC>nonLC,shared4 | union | indel,4,4,0,supported (all bins),"<5%: +0.00 [+0.00,+0.01]; 5-10%: +0.06 [+0.05,+0.08]; 10-20%: +0.26 [+0.23,+0.28]; >=20%: +0.32 [+0.31,+0.34]"
D1b raw VCFs,H4 LC>nonLC,shared4 | union | snv,4,3,0,partial,"<5%: +0.00 [-0.00,+0.00]; 5-10%: +0.01 [+0.01,+0.01]; 10-20%: +0.31 [+0.30,+0.32]; >=20%: +0.55 [+0.54,+0.56]"
D1b raw VCFs,H4 LC>nonLC,shared4 | union_hc | indel,4,4,0,supported (all bins),"<5%: +0.00 [+0.00,+0.01]; 5-10%: +0.09 [+0.07,+0.11]; 10-20%: +0.34 [+0.31,+0.38]; >=20%: +0.32 [+0.29,+0.34]"
D1b raw VCFs,H4 LC>nonLC,shared4 | union_hc | snv,4,3,0,partial,"<5%: +0.00 [-0.00,+0.00]; 5-10%: +0.02 [+0.01,+0.02]; 10-20%: +0.39 [+0.38,+0.40]; >=20%: +0.70 [+0.69,+0.71]"
D2 purity series,H3 indel>SNV,native | truth | 0.05,1,0,1,reversed,"<5%: -0.00 [-0.01,-0.00]"
D2 purity series,H3 indel>SNV,native | truth | 0.1,2,0,1,reversed,"<5%: -0.03 [-0.04,-0.02]; 5-10%: +0.02 [-0.02,+0.06]"
D2 purity series,H3 indel>SNV,native | truth | 0.2,3,1,2,mixed (reversed in some bins),"<5%: -0.15 [-0.17,-0.13]; 5-10%: -0.18 [-0.22,-0.14]; 10-20%: +0.30 [+0.23,+0.36]"
D2 purity series,H3 indel>SNV,native | truth | 0.5,4,1,2,mixed (reversed in some bins),"<5%: -0.38 [-0.43,-0.33]; 5-10%: -0.49 [-0.53,-0.44]; 10-20%: +0.03 [-0.01,+0.08]; >=20%: +0.24 [+0.19,+0.29]"
D2 purity series,H3 indel>SNV,native | truth | 0.75,4,1,3,mixed (reversed in some bins),"<5%: -0.40 [-0.47,-0.33]; 5-10%: -0.51 [-0.56,-0.46]; 10-20%: -0.06 [-0.10,-0.02]; >=20%: +0.20 [+0.17,+0.24]"
D2 purity series,H3 indel>SNV,native | truth | 1.0,4,1,3,mixed (reversed in some bins),"<5%: -0.37 [-0.47,-0.28]; 5-10%: -0.56 [-0.62,-0.51]; 10-20%: -0.18 [-0.22,-0.13]; >=20%: +0.17 [+0.14,+0.20]"
D2 purity series,H3 indel>SNV,native | union | 0.05,4,1,1,mixed (reversed in some bins),"<5%: +0.00 [-0.00,+0.00]; 5-10%: -0.01 [-0.01,-0.01]; 10-20%: +0.06 [+0.04,+0.07]; >=20%: -0.02 [-0.04,-0.00]"
D2 purity series,H3 indel>SNV,native | union | 0.1,4,2,1,mixed (reversed in some bins),"<5%: +0.00 [-0.00,+0.00]; 5-10%: -0.03 [-0.04,-0.03]; 10-20%: +0.16 [+0.15,+0.17]; >=20%: +0.10 [+0.09,+0.12]"
D2 purity series,H3 indel>SNV,native | union | 0.2,4,2,1,mixed (reversed in some bins),"<5%: +0.00 [-0.01,+0.00]; 5-10%: -0.13 [-0.15,-0.12]; 10-20%: +0.19 [+0.18,+0.21]; >=20%: +0.24 [+0.23,+0.25]"
D2 purity series,H3 indel>SNV,native | union | 0.5,4,2,2,mixed (reversed in some bins),"<5%: -0.00 [-0.01,-0.00]; 5-10%: -0.11 [-0.13,-0.09]; 10-20%: +0.06 [+0.03,+0.08]; >=20%: +0.29 [+0.28,+0.29]"
D2 purity series,H3 indel>SNV,native | union | 0.75,4,1,1,mixed (reversed in some bins),"<5%: -0.00 [-0.01,-0.00]; 5-10%: -0.09 [-0.11,-0.07]; 10-20%: +0.01 [-0.01,+0.04]; >=20%: +0.26 [+0.26,+0.27]"
D2 purity series,H3 indel>SNV,native | union | 1.0,4,1,3,mixed (reversed in some bins),"<5%: -0.00 [-0.01,-0.00]; 5-10%: -0.07 [-0.09,-0.06]; 10-20%: -0.03 [-0.05,-0.01]; >=20%: +0.23 [+0.22,+0.23]"
D2 purity series,H3 indel>SNV,native | union_hc | 0.05,4,0,1,reversed,"<5%: +0.00 [-0.00,+0.00]; 5-10%: -0.01 [-0.02,-0.01]; 10-20%: -0.01 [-0.03,+0.00]; >=20%: +0.00 [-0.03,+0.00]"
D2 purity series,H3 indel>SNV,native | union_hc | 0.1,4,0,1,reversed,"<5%: +0.00 [-0.00,+0.00]; 5-10%: -0.04 [-0.06,-0.03]; 10-20%: +0.03 [-0.01,+0.05]; >=20%: +0.01 [-0.02,+0.01]"
D2 purity series,H3 indel>SNV,native | union_hc | 0.2,4,1,1,mixed (reversed in some bins),"<5%: +0.00 [-0.01,+0.00]; 5-10%: -0.17 [-0.20,-0.15]; 10-20%: +0.05 [+0.02,+0.09]; >=20%: +0.00 [-0.05,+0.04]"
D2 purity series,H3 indel>SNV,native | union_hc | 0.5,4,1,2,mixed (reversed in some bins),"<5%: -0.00 [-0.01,-0.00]; 5-10%: -0.13 [-0.16,-0.11]; 10-20%: -0.03 [-0.06,+0.00]; >=20%: +0.14 [+0.11,+0.17]"
D2 purity series,H3 indel>SNV,native | union_hc | 0.75,4,1,2,mixed (reversed in some bins),"<5%: -0.00 [-0.01,+0.00]; 5-10%: -0.10 [-0.13,-0.08]; 10-20%: -0.04 [-0.07,-0.01]; >=20%: +0.13 [+0.11,+0.16]"
D2 purity series,H3 indel>SNV,native | union_hc | 1.0,4,1,3,mixed (reversed in some bins),"<5%: -0.00 [-0.01,-0.00]; 5-10%: -0.09 [-0.11,-0.07]; 10-20%: -0.07 [-0.10,-0.04]; >=20%: +0.14 [+0.12,+0.16]"
D2 purity series,H3 indel>SNV,shared4 | truth | 0.05,1,1,0,supported (all bins),"<5%: +0.10 [+0.09,+0.10]"
D2 purity series,H3 indel>SNV,shared4 | truth | 0.1,2,2,0,supported (all bins),"<5%: +0.16 [+0.14,+0.17]; 5-10%: +0.52 [+0.48,+0.56]"
D2 purity series,H3 indel>SNV,shared4 | truth | 0.2,3,3,0,supported (all bins),"<5%: +0.12 [+0.09,+0.14]; 5-10%: +0.36 [+0.32,+0.41]; 10-20%: +0.56 [+0.49,+0.62]"
D2 purity series,H3 indel>SNV,shared4 | truth | 0.5,4,3,1,mixed (reversed in some bins),"<5%: -0.11 [-0.16,-0.06]; 5-10%: +0.06 [+0.02,+0.11]; 10-20%: +0.22 [+0.18,+0.26]; >=20%: +0.25 [+0.20,+0.30]"
D2 purity series,H3 indel>SNV,shared4 | truth | 0.75,4,2,1,mixed (reversed in some bins),"<5%: -0.13 [-0.21,-0.07]; 5-10%: +0.05 [-0.00,+0.10]; 10-20%: +0.12 [+0.09,+0.17]; >=20%: +0.20 [+0.17,+0.24]"
D2 purity series,H3 indel>SNV,shared4 | truth | 1.0,4,2,2,mixed (reversed in some bins),"<5%: -0.21 [-0.31,-0.12]; 5-10%: -0.17 [-0.23,-0.11]; 10-20%: +0.06 [+0.02,+0.10]; >=20%: +0.17 [+0.14,+0.20]"
D2 purity series,H3 indel>SNV,shared4 | union | 0.05,4,4,0,supported (all bins),"<5%: +0.10 [+0.10,+0.11]; 5-10%: +0.23 [+0.22,+0.24]; 10-20%: +0.34 [+0.32,+0.35]; >=20%: +0.11 [+0.09,+0.13]"
D2 purity series,H3 indel>SNV,shared4 | union | 0.1,4,4,0,supported (all bins),"<5%: +0.15 [+0.15,+0.16]; 5-10%: +0.33 [+0.32,+0.33]; 10-20%: +0.39 [+0.38,+0.40]; >=20%: +0.38 [+0.36,+0.39]"
D2 purity series,H3 indel>SNV,shared4 | union | 0.2,4,4,0,supported (all bins),"<5%: +0.23 [+0.22,+0.24]; 5-10%: +0.45 [+0.43,+0.47]; 10-20%: +0.43 [+0.42,+0.45]; >=20%: +0.39 [+0.38,+0.40]"
D2 purity series,H3 indel>SNV,shared4 | union | 0.5,4,4,0,supported (all bins),"<5%: +0.11 [+0.10,+0.12]; 5-10%: +0.41 [+0.38,+0.43]; 10-20%: +0.44 [+0.42,+0.46]; >=20%: +0.40 [+0.40,+0.41]"
D2 purity series,H3 indel>SNV,shared4 | union | 0.75,4,4,0,supported (all bins),"<5%: +0.03 [+0.03,+0.04]; 5-10%: +0.37 [+0.34,+0.39]; 10-20%: +0.45 [+0.43,+0.47]; >=20%: +0.42 [+0.41,+0.42]"
D2 purity series,H3 indel>SNV,shared4 | union | 1.0,4,3,0,partial,"<5%: +0.00 [-0.00,+0.01]; 5-10%: +0.19 [+0.17,+0.20]; 10-20%: +0.42 [+0.39,+0.44]; >=20%: +0.41 [+0.41,+0.42]"
D2 purity series,H3 indel>SNV,shared4 | union_hc | 0.05,4,3,0,partial,"<5%: +0.11 [+0.10,+0.11]; 5-10%: +0.17 [+0.16,+0.18]; 10-20%: +0.11 [+0.09,+0.13]; >=20%: +0.01 [-0.02,+0.04]"
D2 purity series,H3 indel>SNV,shared4 | union_hc | 0.1,4,4,0,supported (all bins),"<5%: +0.16 [+0.15,+0.16]; 5-10%: +0.37 [+0.36,+0.39]; 10-20%: +0.52 [+0.48,+0.55]; >=20%: +0.35 [+0.29,+0.41]"
D2 purity series,H3 indel>SNV,shared4 | union_hc | 0.2,4,4,0,supported (all bins),"<5%: +0.25 [+0.24,+0.26]; 5-10%: +0.51 [+0.48,+0.53]; 10-20%: +0.53 [+0.49,+0.56]; >=20%: +0.70 [+0.65,+0.74]"
D2 purity series,H3 indel>SNV,shared4 | union_hc | 0.5,4,4,0,supported (all bins),"<5%: +0.13 [+0.12,+0.14]; 5-10%: +0.46 [+0.43,+0.48]; 10-20%: +0.41 [+0.38,+0.44]; >=20%: +0.52 [+0.49,+0.55]"
D2 purity series,H3 indel>SNV,shared4 | union_hc | 0.75,4,4,0,supported (all bins),"<5%: +0.04 [+0.03,+0.05]; 5-10%: +0.43 [+0.40,+0.45]; 10-20%: +0.47 [+0.44,+0.50]; >=20%: +0.51 [+0.49,+0.53]"
D2 purity series,H3 indel>SNV,shared4 | union_hc | 1.0,4,4,0,supported (all bins),"<5%: +0.01 [+0.00,+0.01]; 5-10%: +0.24 [+0.22,+0.26]; 10-20%: +0.46 [+0.43,+0.49]; >=20%: +0.54 [+0.52,+0.56]"
D2 purity series,H4 LC>nonLC,native | truth | indel | 0.05,1,0,0,not supported,"<5%: -0.00 [-0.02,+0.01]"
D2 purity series,H4 LC>nonLC,native | truth | indel | 0.1,2,1,0,partial,"<5%: +0.02 [-0.00,+0.04]; 5-10%: +0.14 [+0.06,+0.22]"
D2 purity series,H4 LC>nonLC,native | truth | indel | 0.2,3,3,0,supported (all bins),"<5%: +0.10 [+0.04,+0.14]; 5-10%: +0.32 [+0.23,+0.38]; 10-20%: +0.45 [+0.33,+0.56]"
D2 purity series,H4 LC>nonLC,native | truth | indel | 0.5,4,4,0,supported (all bins),"<5%: +0.20 [+0.06,+0.31]; 5-10%: +0.41 [+0.29,+0.50]; 10-20%: +0.58 [+0.49,+0.66]; >=20%: +0.48 [+0.38,+0.57]"
D2 purity series,H4 LC>nonLC,native | truth | indel | 0.75,3,3,0,supported (all bins),"5-10%: +0.40 [+0.25,+0.51]; 10-20%: +0.45 [+0.35,+0.55]; >=20%: +0.46 [+0.38,+0.53]"
D2 purity series,H4 LC>nonLC,native | truth | indel | 1.0,3,3,0,supported (all bins),"5-10%: +0.28 [+0.10,+0.44]; 10-20%: +0.41 [+0.29,+0.52]; >=20%: +0.42 [+0.35,+0.48]"
D2 purity series,H4 LC>nonLC,native | truth | snv | 0.05,1,0,0,not supported,"<5%: -0.00 [-0.01,+0.00]"
D2 purity series,H4 LC>nonLC,native | truth | snv | 0.1,2,0,0,not supported,"<5%: +0.00 [-0.00,+0.00]; 5-10%: +0.01 [-0.01,+0.03]"
D2 purity series,H4 LC>nonLC,native | truth | snv | 0.2,3,2,0,partial,"<5%: +0.00 [-0.01,+0.00]; 5-10%: +0.05 [+0.03,+0.07]; 10-20%: +0.13 [+0.09,+0.17]"
D2 purity series,H4 LC>nonLC,native | truth | snv | 0.5,4,2,0,partial,"<5%: +0.00 [-0.01,+0.00]; 5-10%: +0.02 [-0.02,+0.05]; 10-20%: +0.17 [+0.13,+0.21]; >=20%: +0.16 [+0.13,+0.19]"
D2 purity series,H4 LC>nonLC,native | truth | snv | 0.75,4,2,0,partial,"<5%: +0.00 [-0.03,+0.00]; 5-10%: +0.02 [-0.01,+0.05]; 10-20%: +0.17 [+0.13,+0.22]; >=20%: +0.16 [+0.14,+0.18]"
D2 purity series,H4 LC>nonLC,native | truth | snv | 1.0,4,2,0,partial,"<5%: +0.00 [-0.07,+0.01]; 5-10%: -0.01 [-0.05,+0.02]; 10-20%: +0.15 [+0.10,+0.20]; >=20%: +0.17 [+0.15,+0.19]"
D2 purity series,H4 LC>nonLC,native | union | indel | 0.05,4,2,0,partial,"<5%: +0.00 [-0.01,+0.01]; 5-10%: +0.01 [-0.00,+0.02]; 10-20%: +0.10 [+0.08,+0.12]; >=20%: +0.26 [+0.16,+0.39]"
D2 purity series,H4 LC>nonLC,native | union | indel | 0.1,4,3,0,partial,"<5%: +0.00 [-0.01,+0.01]; 5-10%: +0.05 [+0.04,+0.06]; 10-20%: +0.19 [+0.18,+0.21]; >=20%: +0.30 [+0.27,+0.34]"
D2 purity series,H4 LC>nonLC,native | union | indel | 0.2,4,3,0,partial,"<5%: +0.00 [-0.02,+0.01]; 5-10%: +0.15 [+0.12,+0.18]; 10-20%: +0.31 [+0.29,+0.33]; >=20%: +0.38 [+0.36,+0.40]"
D2 purity series,H4 LC>nonLC,native | union | indel | 0.5,4,3,0,partial,"<5%: +0.00 [-0.01,+0.01]; 5-10%: +0.19 [+0.15,+0.23]; 10-20%: +0.46 [+0.42,+0.49]; >=20%: +0.36 [+0.35,+0.38]"
D2 purity series,H4 LC>nonLC,native | union | indel | 0.75,4,3,0,partial,"<5%: +0.00 [-0.01,+0.01]; 5-10%: +0.15 [+0.12,+0.19]; 10-20%: +0.39 [+0.36,+0.43]; >=20%: +0.36 [+0.35,+0.37]"
D2 purity series,H4 LC>nonLC,native | union | indel | 1.0,4,3,0,partial,"<5%: +0.00 [-0.00,+0.01]; 5-10%: +0.15 [+0.12,+0.19]; 10-20%: +0.39 [+0.35,+0.43]; >=20%: +0.36 [+0.34,+0.37]"
D2 purity series,H4 LC>nonLC,native | union | snv | 0.05,4,2,0,partial,"<5%: +0.00 [-0.00,+0.00]; 5-10%: +0.00 [-0.00,+0.00]; 10-20%: +0.18 [+0.17,+0.18]; >=20%: +0.09 [+0.08,+0.10]"
D2 purity series,H4 LC>nonLC,native | union | snv | 0.1,4,2,0,partial,"<5%: +0.00 [-0.00,+0.00]; 5-10%: +0.00 [-0.00,+0.00]; 10-20%: +0.32 [+0.32,+0.33]; >=20%: +0.44 [+0.43,+0.44]"
D2 purity series,H4 LC>nonLC,native | union | snv | 0.2,4,2,0,partial,"<5%: +0.00 [-0.00,+0.00]; 5-10%: -0.00 [-0.00,+0.00]; 10-20%: +0.45 [+0.44,+0.45]; >=20%: +0.53 [+0.52,+0.53]"
D2 purity series,H4 LC>nonLC,native | union | snv | 0.5,4,2,0,partial,"<5%: +0.00 [-0.00,+0.00]; 5-10%: +0.00 [-0.00,+0.00]; 10-20%: +0.54 [+0.53,+0.55]; >=20%: +0.53 [+0.52,+0.53]"
D2 purity series,H4 LC>nonLC,native | union | snv | 0.75,4,2,0,partial,"<5%: +0.00 [-0.00,+0.00]; 5-10%: +0.00 [-0.00,+0.00]; 10-20%: +0.49 [+0.48,+0.50]; >=20%: +0.53 [+0.53,+0.54]"
D2 purity series,H4 LC>nonLC,native | union | snv | 1.0,4,2,0,partial,"<5%: +0.00 [-0.00,+0.00]; 5-10%: +0.00 [-0.00,+0.00]; 10-20%: +0.44 [+0.43,+0.45]; >=20%: +0.51 [+0.51,+0.52]"
D2 purity series,H4 LC>nonLC,native | union_hc | indel | 0.05,3,1,0,partial,"<5%: +0.00 [-0.01,+0.01]; 5-10%: +0.01 [-0.01,+0.04]; 10-20%: +0.11 [+0.04,+0.26]"
D2 purity series,H4 LC>nonLC,native | union_hc | indel | 0.1,3,2,0,partial,"<5%: +0.00 [-0.01,+0.01]; 5-10%: +0.08 [+0.05,+0.11]; 10-20%: +0.25 [+0.17,+0.35]"
D2 purity series,H4 LC>nonLC,native | union_hc | indel | 0.2,4,3,0,partial,"<5%: +0.00 [-0.02,+0.01]; 5-10%: +0.21 [+0.17,+0.24]; 10-20%: +0.43 [+0.36,+0.49]; >=20%: +0.64 [+0.48,+0.77]"
D2 purity series,H4 LC>nonLC,native | union_hc | indel | 0.5,4,3,0,partial,"<5%: +0.00 [-0.01,+0.01]; 5-10%: +0.22 [+0.18,+0.27]; 10-20%: +0.52 [+0.47,+0.57]; >=20%: +0.58 [+0.53,+0.62]"
D2 purity series,H4 LC>nonLC,native | union_hc | indel | 0.75,4,3,0,partial,"<5%: +0.00 [-0.01,+0.01]; 5-10%: +0.18 [+0.14,+0.23]; 10-20%: +0.47 [+0.42,+0.52]; >=20%: +0.57 [+0.53,+0.61]"
