all,n,K,n_all_agree,all_agree,all_agree_lo,all_agree_hi,majority,mean_frac_callers,detected,detected_discord,singleton,jaccard,fleiss_kappa,rate_TNscope,rate_lancet,rate_muTect2,rate_somaticSniper,rate_strelka,vtype,grouping,purity,denom,callerset,vaf_bin,lc
,5733,4,3875,0.6759113901971044,0.6636817899187464,0.6879054056623266,0.8126635269492413,0.8412698412698413,5733,0.3240886098028955,0.12349555206698064,0.8145055062112044,0.353410740203193,0.8569684283969998,0.7734170591313448,0.9284842141984999,,0.8062096633525205,snv,vaf_bin+lc,0.5,union_hc,shared4,5-10%,False
,1064,4,124,0.11654135338345864,0.09862599537667861,0.13721562393900474,0.18984962406015038,0.3919172932330827,1064,0.8834586466165414,0.7387218045112782,0.28706703141119305,0.04825938321985385,0.4182330827067669,0.15601503759398497,0.700187969924812,,0.2932330827067669,snv,vaf_bin+lc,0.5,union_hc,shared4,5-10%,True
,11455,4,10155,0.8865124399825404,0.8805738526410118,0.8921918786785075,0.9566128328240943,0.9537319947621126,11455,0.11348756001745962,0.028197293758184198,0.939762536924606,0.3283584473900098,0.9678742907027499,0.9357485814054998,0.9477084242688782,,0.9635966826713226,snv,vaf_bin+lc,0.5,union_hc,shared4,10-20%,False
,1322,4,491,0.3714069591527988,0.34576856493511077,0.3977905176852031,0.48411497730711045,0.5979576399394856,1322,0.6285930408472012,0.4636913767019667,0.5771340848879176,0.32822445277082085,0.7012102874432677,0.4175491679273828,0.6656580937972768,,0.6074130105900152,snv,vaf_bin+lc,0.5,union_hc,shared4,10-20%,True
,16100,4,15106,0.9382608695652174,0.93443757459512,0.9418750764009759,0.9903726708074534,0.9809316770186335,16100,0.06173913043478261,0.004906832298136646,0.9682348781724226,0.15378815488355724,0.994472049689441,0.9733540372670807,0.9631055900621118,,0.9927950310559006,snv,vaf_bin+lc,0.5,union_hc,shared4,>=20%,False
,1237,4,853,0.6895715440582053,0.6632348980560107,0.7147344199950975,0.8164915117219078,0.8441794664510913,1237,0.3104284559417947,0.1293451899757478,0.8222910352516068,0.3757000666880508,0.8965238480194018,0.7623282134195635,0.8132578819725141,,0.904607922392886,snv,vaf_bin+lc,0.5,union_hc,shared4,>=20%,True
all,3645,4,987,0.2707818930041152,0.2566030555979696,0.28544336684646643,0.38271604938271603,0.5356652949245542,3645,0.7292181069958847,0.5108367626886146,0.4848494672390815,0.2313887622768973,0.5004115226337449,0.5451303155006859,0.7116598079561043,,0.38545953360768176,indel,all,0.5,union_hc,shared4,,
,745,4,3,0.004026845637583893,0.0013704158080156377,0.011771830397466702,0.0174496644295302,0.2929530201342282,745,0.9959731543624161,0.8496644295302014,0.07603266228395449,-0.25556496074015,0.006711409395973154,0.23624161073825503,0.9100671140939597,,0.01879194630872483,indel,vaf_bin,0.5,union_hc,shared4,<5%,
,747,4,98,0.13119143239625167,0.10885630406494887,0.1573003611977475,0.2971887550200803,0.46720214190093706,747,0.8688085676037484,0.5595716198125836,0.3527499431813559,0.07948409670127142,0.31057563587684067,0.48460508701472554,0.8072289156626506,,0.26639892904953144,indel,vaf_bin,0.5,union_hc,shared4,5-10%,
,1051,4,444,0.4224548049476689,0.39292753917019313,0.4525468696739256,0.5803996194100857,0.6634157944814463,1051,0.5775451950523312,0.3491912464319695,0.6332813381869601,0.3271074611220843,0.7240723120837298,0.6860133206470028,0.6755470980019029,,0.5680304471931494,indel,vaf_bin,0.5,union_hc,shared4,10-20%,
,1102,4,442,0.4010889292196007,0.37254343381151855,0.4303216168147418,0.49909255898366606,0.6243194192377496,1102,0.5989110707803993,0.4029038112522686,0.601025543325214,0.32680316818335015,0.7495462794918331,0.6606170598911071,0.5471869328493648,,0.5399274047186933,indel,vaf_bin,0.5,union_hc,shared4,>=20%,
,431,4,2,0.004640371229698376,0.0012734809186424065,0.01675943351863422,0.025522041763341066,0.31728538283062646,431,0.9953596287703016,0.7610208816705336,0.08618178315563062,-0.2308821785833184,0.0069605568445475635,0.3503480278422274,0.8839907192575406,,0.027842227378190254,indel,vaf_bin+lc,0.5,union_hc,shared4,<5%,False
,314,4,1,0.0031847133757961785,0.0005624014962083319,0.017816128612381136,0.006369426751592357,0.25955414012738853,314,0.9968152866242038,0.9713375796178344,0.08177309613951479,-0.3063482639576053,0.006369426751592357,0.07961783439490445,0.945859872611465,,0.006369426751592357,indel,vaf_bin+lc,0.5,union_hc,shared4,<5%,True
,417,4,96,0.2302158273381295,0.19238321576820727,0.27297364182251627,0.48201438848920863,0.6037170263788969,417,0.7697841726618705,0.2973621103117506,0.4779263638328333,0.1187556995133912,0.47721822541966424,0.7266187050359713,0.7769784172661871,,0.434052757793765,indel,vaf_bin+lc,0.5,union_hc,shared4,5-10%,False
,330,4,2,0.006060606060606061,0.0016636132453936824,0.021824957791871533,0.06363636363636363,0.2946969696969697,330,0.9939393939393939,0.8909090909090909,0.0993393286695687,-0.21372104517629,0.1,0.1787878787878788,0.8454545454545455,,0.05454545454545454,indel,vaf_bin+lc,0.5,union_hc,shared4,5-10%,True
,681,4,413,0.6064610866372981,0.5692702270299393,0.6424576088544302,0.788546255506608,0.8105726872246696,681,0.3935389133627019,0.1527165932452276,0.7749789912777133,0.3273649028199077,0.8663729809104258,0.8516886930983847,0.7709251101321586,,0.7533039647577092,indel,vaf_bin+lc,0.5,union_hc,shared4,10-20%,False
,370,4,31,0.08378378378378379,0.059651317443124754,0.11647002294644858,0.1972972972972973,0.39256756756756755,370,0.9162162162162162,0.7108108108108108,0.25273511883090033,0.007324387331624249,0.46216216216216216,0.3810810810810811,0.5,,0.22702702702702704,indel,vaf_bin+lc,0.5,union_hc,shared4,10-20%,True
,499,4,358,0.717434869739479,0.6763852599726736,0.7551622908377282,0.8256513026052105,0.8577154308617234,499,0.28256513026052105,0.11222444889779559,0.8380499008625173,0.3787405116054584,0.9218436873747495,0.8777555110220441,0.7955911823647295,,0.8356713426853707,indel,vaf_bin+lc,0.5,union_hc,shared4,>=20%,False
,603,4,84,0.13930348258706468,0.11394264989923983,0.16923091433719575,0.22885572139303484,0.4311774461028192,603,0.8606965174129353,0.6434494195688225,0.32001662007444737,0.07929468490692974,0.6069651741293532,0.48092868988391374,0.3416252072968491,,0.29519071310116085,indel,vaf_bin+lc,0.5,union_hc,shared4,>=20%,True
all,39446,5,8894,0.22547279825584343,0.22137570771272871,0.22962335339611054,0.6827308218830807,0.6092278051006439,31242,0.715319121695154,0.043781372002230895,0.6440797310940944,0.46080671691673375,0.7141662018962632,0.6452365258834862,0.7685443390964863,0.24481569740911627,0.6733762612178674,snv,all,0.2,truth,native,,
,14816,5,67,0.004522138228941684,0.0035627385620832785,0.005738404044854097,0.34557235421166305,0.3128374730021598,7578,0.9911586170493534,0.0775512958963283,0.42842676470087293,0.45149107518531617,0.38100701943844495,0.343817494600432,0.4975026997840173,0.004994600431965443,0.33686555075593955,snv,vaf_bin,0.2,truth,native,<5%,
,13213,5,1871,0.1416029667751457,0.13576241701474928,0.14765185185512386,0.8218421251797472,0.6991447816544312,12375,0.8488080808080808,0.037917202754862635,0.5804438752727736,0.14825646083593946,0.8683871944297283,0.7573601755846515,0.9088019374858094,0.1546204495572542,0.8065541512147127,snv,vaf_bin,0.2,truth,native,5-10%,
,11262,5,6838,0.6071745693482508,0.5981196884167413,0.6161563608977941,0.9589770911028237,0.8891315929675013,11135,0.38590031432420296,0.006659563132658497,0.8269270631124958,0.1514810807050507,0.967856508613035,0.9057893802166578,0.957733972651394,0.6586751909074765,0.9556029124489434,snv,vaf_bin,0.2,truth,native,10-20%,
,155,5,118,0.7612903225806451,0.688376411529281,0.8215660216451439,0.9806451612903225,0.9380645161290323,154,0.23376623376623376,0.012903225806451613,0.9042609534069973,0.18937700596056709,0.9806451612903225,0.967741935483871,0.9741935483870968,0.7870967741935484,0.9806451612903225,snv,vaf_bin,0.2,truth,native,>=20%,
,13988,5,64,0.004575350300257364,0.0035849074889914246,0.0058378306980239126,0.35144409493851875,0.316728624535316,7182,0.9910888331940964,0.07577923934801258,0.4339929361421334,0.455265990912131,0.3831855876465542,0.35251644266514154,0.5007863883328567,0.00493279954246497,0.34222190448956247,snv,vaf_bin+lc,0.2,truth,native,<5%,False
,828,5,3,0.0036231884057971015,0.0012329596813827944,0.010597971220578274,0.2463768115942029,0.24710144927536232,396,0.9924242424242424,0.10748792270531402,0.3198003434890449,0.3638141795489121,0.3442028985507246,0.19685990338164253,0.4420289855072464,0.006038647342995169,0.2463768115942029,snv,vaf_bin+lc,0.2,truth,native,<5%,True
,12367,5,1790,0.14474003396134874,0.13864936711080736,0.1510513352019955,0.8365812242257621,0.7095981240397833,11648,0.8463255494505495,0.03468909193822269,0.5872370915827313,0.1343760357290107,0.8759602167057492,0.7798172555995795,0.9177650198107867,0.15500929894072937,0.8194388291420717,snv,vaf_bin+lc,0.2,truth,native,5-10%,False
,846,5,81,0.09574468085106383,0.0777052452146118,0.1174387514678148,0.6063829787234043,0.5463356973995273,727,0.8885832187070152,0.0851063829787234,0.4655981076871766,0.2312228102720996,0.7576832151300237,0.42907801418439717,0.7777777777777778,0.14893617021276595,0.6182033096926713,snv,vaf_bin+lc,0.2,truth,native,5-10%,True
,10550,5,6493,0.6154502369668247,0.6061266753690079,0.6246897538435078,0.9653080568720379,0.8952796208530807,10447,0.37848186082128843,0.0051184834123222745,0.8321365804173284,0.1313358389181219,0.9727014218009479,0.9191469194312796,0.9646445497630332,0.6590521327014218,0.9608530805687204,snv,vaf_bin+lc,0.2,truth,native,10-20%,False
,712,5,345,0.4845505617977528,0.4480231622760564,0.5212437756346876,0.8651685393258427,0.7980337078651686,688,0.498546511627907,0.02949438202247191,0.7443107236741441,0.2784769413108959,0.8960674157303371,0.7078651685393258,0.8553370786516854,0.6530898876404494,0.8778089887640449,snv,vaf_bin+lc,0.2,truth,native,10-20%,True
,153,5,117,0.7647058823529411,0.6915216339127415,0.8249234476941671,0.9803921568627451,0.938562091503268,152,0.23026315789473684,0.013071895424836602,0.9056509478393971,0.19523795412789507,0.9803921568627451,0.9673202614379085,0.9738562091503268,0.7908496732026143,0.9803921568627451,snv,vaf_bin+lc,0.2,truth,native,>=20%,False
,2,5,1,0.5,0.09453120573423074,0.9054687942657693,1.0,0.9,2,0.5,0.0,0.8,-0.11111111111111124,1.0,1.0,1.0,0.5,1.0,snv,vaf_bin+lc,0.2,truth,native,>=20%,True
all,1625,4,356,0.21907692307692309,0.1996417114514347,0.23983719236955123,0.4246153846153846,0.47384615384615386,1106,0.6781193490054249,0.10953846153846154,0.5713336694068335,0.4882408040302778,0.304,0.5587692307692308,0.608,,0.4246153846153846,indel,all,0.2,truth,native,,
,967,4,148,0.15305067218200621,0.13173442327164128,0.17711256311985382,0.31230610134436404,0.3877973112719752,586,0.7474402730375427,0.12616339193381593,0.5020596282079407,0.4642297297297297,0.23578076525336092,0.47776628748707345,0.56153050672182,,0.2761116856256463,indel,vaf_bin,0.2,truth,native,<5%,
,467,4,150,0.32119914346895073,0.28045634465150476,0.36485951088449425,0.5910064239828694,0.6033190578158458,369,0.5934959349593496,0.07922912205567452,0.6479387396232992,0.4683779044681299,0.41113490364025695,0.6852248394004282,0.7002141327623126,,0.6167023554603854,indel,vaf_bin,0.2,truth,native,5-10%,
,191,4,58,0.3036649214659686,0.2428524165960887,0.37221923984731786,0.5863874345549738,0.5929319371727748,151,0.6158940397350994,0.09947643979057591,0.6344853841340609,0.45951368629761336,0.387434554973822,0.6596858638743456,0.6178010471204188,,0.7068062827225131,indel,vaf_bin,0.2,truth,native,10-20%,
,804,4,136,0.1691542288557214,0.1448280899794961,0.1966268524585585,0.33955223880597013,0.42039800995024873,523,0.739961759082218,0.1281094527363184,0.509088477820237,0.44360921350026655,0.2512437810945274,0.5261194029850746,0.6069651741293532,,0.2972636815920398,indel,vaf_bin+lc,0.2,truth,native,<5%,False
,163,4,12,0.0736196319018405,0.042612231094974064,0.1242615125026264,0.17791411042944785,0.22699386503067484,63,0.8095238095238095,0.1165644171779141,0.4449533274298523,0.5105105105105104,0.15950920245398773,0.2392638036809816,0.3374233128834356,,0.17177914110429449,indel,vaf_bin+lc,0.2,truth,native,<5%,True
,338,4,138,0.40828402366863903,0.3572001935101038,0.46142917867344746,0.742603550295858,0.7366863905325444,313,0.5591054313099042,0.05621301775147929,0.6771324249192848,0.278071085841493,0.4970414201183432,0.8372781065088757,0.8550295857988166,,0.757396449704142,indel,vaf_bin+lc,0.2,truth,native,5-10%,False
,129,4,12,0.09302325581395349,0.054015266745135355,0.15556884252209113,0.1937984496124031,0.25387596899224807,56,0.7857142857142857,0.13953488372093023,0.46004626467716975,0.5055021314563302,0.18604651162790697,0.2868217054263566,0.29457364341085274,,0.24806201550387597,indel,vaf_bin+lc,0.2,truth,native,5-10%,True
,100,4,52,0.52,0.4231657776522397,0.615354482419481,0.9,0.845,100,0.48,0.04,0.7400220409456623,0.04561939301393442,0.6,0.93,0.91,,0.94,indel,vaf_bin+lc,0.2,truth,native,10-20%,False
,91,4,6,0.06593406593406594,0.03056628647161548,0.13646466199411572,0.24175824175824176,0.3159340659340659,51,0.8823529411764706,0.16483516483516483,0.3856998628398925,0.3686514172632555,0.15384615384615385,0.3626373626373626,0.2967032967032967,,0.45054945054945056,indel,vaf_bin+lc,0.2,truth,native,10-20%,True
all,39446,4,22937,0.5814784769051361,0.5766025295608169,0.5863385561900548,0.6802717639304365,0.7003308320235259,31231,0.2655694662354712,0.04390812756680018,0.8469626773567175,0.7227032471670188,0.7141662018962632,0.6452365258834862,0.7685443390964863,,0.6733762612178674,snv,all,0.2,truth,shared4,,
,14816,4,3976,0.2683585313174946,0.26128432144766583,0.2755528289987323,0.34543736501079914,0.38979819114470843,7578,0.47532330430192665,0.0775512958963283,0.7055425200977382,0.7134703413848342,0.38100701943844495,0.343817494600432,0.4975026997840173,,0.33686555075593955,snv,vaf_bin,0.2,truth,shared4,<5%,
,13213,4,9065,0.686066752440778,0.6781004909101235,0.6939248538229389,0.8201770983122683,0.8352758646787255,12373,0.2673563404186535,0.037992885794293496,0.8471304114795338,0.4977020034812886,0.8683871944297283,0.7573601755846515,0.9088019374858094,,0.8065541512147127,snv,vaf_bin,0.2,truth,shared4,5-10%,
,11262,4,9749,0.8656544130705026,0.8592312569275108,0.8718282054397276,0.9524951163203694,0.9467456934825076,11126,0.12376415603091857,0.007014739833066951,0.9327327451428244,0.34676002532611383,0.967856508613035,0.9057893802166578,0.957733972651394,,0.9556029124489434,snv,vaf_bin,0.2,truth,shared4,10-20%,
,155,4,147,0.9483870967741935,0.9014684928572181,0.9736179048124742,0.9806451612903225,0.9758064516129032,154,0.045454545454545456,0.012903225806451613,0.9772157666894509,0.5217630853994485,0.9806451612903225,0.967741935483871,0.9741935483870968,,0.9806451612903225,snv,vaf_bin,0.2,truth,shared4,>=20%,
,13988,4,3864,0.27623677437803834,0.26888912338891535,0.283707293714311,0.35137260509007723,0.3946775807835287,7182,0.4619883040935672,0.07577923934801258,0.714966489458554,0.7216847383633629,0.3831855876465542,0.35251644266514154,0.5007863883328567,,0.34222190448956247,snv,vaf_bin+lc,0.2,truth,shared4,<5%,False
,828,4,112,0.13526570048309178,0.11364765799324696,0.16025244208556633,0.24516908212560387,0.3073671497584541,396,0.7171717171717171,0.10748792270531402,0.5211447950961052,0.5480548042814345,0.3442028985507246,0.19685990338164253,0.4420289855072464,,0.2463768115942029,snv,vaf_bin+lc,0.2,truth,shared4,<5%,True
,12367,4,8763,0.7085792835772621,0.7005066426248551,0.7165223862551097,0.8354491792674051,0.8482453303145467,11647,0.24761741220915257,0.034608231584054336,0.8591481097636361,0.5006630540310029,0.8759602167057492,0.7798172555995795,0.9177650198107867,,0.8194388291420717,snv,vaf_bin+lc,0.2,truth,shared4,5-10%,False
,846,4,302,0.35697399527186763,0.3254024599606944,0.38983854471349755,0.5969267139479906,0.6456855791962175,726,0.5840220385674931,0.08747044917257683,0.6406093896279061,0.38902861461591765,0.7576832151300237,0.42907801418439717,0.7777777777777778,,0.6182033096926713,snv,vaf_bin+lc,0.2,truth,shared4,5-10%,True
,10550,4,9296,0.8811374407582938,0.8748228612897475,0.8871745622435248,0.9613270142180095,0.9543364928909953,10445,0.11000478697941599,0.005213270142180095,0.9406379519477975,0.3302542872794917,0.9727014218009479,0.9191469194312796,0.9646445497630332,,0.9608530805687204,snv,vaf_bin+lc,0.2,truth,shared4,10-20%,False
,712,4,453,0.6362359550561798,0.600255435646482,0.6707542936860484,0.8216292134831461,0.8342696629213483,681,0.33480176211453744,0.033707865168539325,0.8075370886267801,0.36004108885464803,0.8960674157303371,0.7078651685393258,0.8553370786516854,,0.8778089887640449,snv,vaf_bin+lc,0.2,truth,shared4,10-20%,True
,153,4,145,0.9477124183006536,0.9002235826723421,0.9732699504158864,0.9803921568627451,0.9754901960784313,152,0.046052631578947366,0.013071895424836602,0.9769152046783626,0.5216080402010058,0.9803921568627451,0.9673202614379085,0.9738562091503268,,0.9803921568627451,snv,vaf_bin+lc,0.2,truth,shared4,>=20%,False
,2,4,2,1.0,0.34238022750665303,1.0,1.0,1.0,2,0.0,0.0,1.0,,1.0,1.0,1.0,,1.0,snv,vaf_bin+lc,0.2,truth,shared4,>=20%,True
all,1625,4,356,0.21907692307692309,0.1996417114514347,0.23983719236955123,0.4246153846153846,0.47384615384615386,1106,0.6781193490054249,0.10953846153846154,0.5713336694068335,0.4882408040302778,0.304,0.5587692307692308,0.608,,0.4246153846153846,indel,all,0.2,truth,shared4,,
,967,4,148,0.15305067218200621,0.13173442327164128,0.17711256311985382,0.31230610134436404,0.3877973112719752,586,0.7474402730375427,0.12616339193381593,0.5020596282079407,0.4642297297297297,0.23578076525336092,0.47776628748707345,0.56153050672182,,0.2761116856256463,indel,vaf_bin,0.2,truth,shared4,<5%,
,467,4,150,0.32119914346895073,0.28045634465150476,0.36485951088449425,0.5910064239828694,0.6033190578158458,369,0.5934959349593496,0.07922912205567452,0.6479387396232992,0.4683779044681299,0.41113490364025695,0.6852248394004282,0.7002141327623126,,0.6167023554603854,indel,vaf_bin,0.2,truth,shared4,5-10%,
,191,4,58,0.3036649214659686,0.2428524165960887,0.37221923984731786,0.5863874345549738,0.5929319371727748,151,0.6158940397350994,0.09947643979057591,0.6344853841340609,0.45951368629761336,0.387434554973822,0.6596858638743456,0.6178010471204188,,0.7068062827225131,indel,vaf_bin,0.2,truth,shared4,10-20%,
,804,4,136,0.1691542288557214,0.1448280899794961,0.1966268524585585,0.33955223880597013,0.42039800995024873,523,0.739961759082218,0.1281094527363184,0.509088477820237,0.44360921350026655,0.2512437810945274,0.5261194029850746,0.6069651741293532,,0.2972636815920398,indel,vaf_bin+lc,0.2,truth,shared4,<5%,False
,163,4,12,0.0736196319018405,0.042612231094974064,0.1242615125026264,0.17791411042944785,0.22699386503067484,63,0.8095238095238095,0.1165644171779141,0.4449533274298523,0.5105105105105104,0.15950920245398773,0.2392638036809816,0.3374233128834356,,0.17177914110429449,indel,vaf_bin+lc,0.2,truth,shared4,<5%,True
,338,4,138,0.40828402366863903,0.3572001935101038,0.46142917867344746,0.742603550295858,0.7366863905325444,313,0.5591054313099042,0.05621301775147929,0.6771324249192848,0.278071085841493,0.4970414201183432,0.8372781065088757,0.8550295857988166,,0.757396449704142,indel,vaf_bin+lc,0.2,truth,shared4,5-10%,False
,129,4,12,0.09302325581395349,0.054015266745135355,0.15556884252209113,0.1937984496124031,0.25387596899224807,56,0.7857142857142857,0.13953488372093023,0.46004626467716975,0.5055021314563302,0.18604651162790697,0.2868217054263566,0.29457364341085274,,0.24806201550387597,indel,vaf_bin+lc,0.2,truth,shared4,5-10%,True
,100,4,52,0.52,0.4231657776522397,0.615354482419481,0.9,0.845,100,0.48,0.04,0.7400220409456623,0.04561939301393442,0.6,0.93,0.91,,0.94,indel,vaf_bin+lc,0.2,truth,shared4,10-20%,False
,91,4,6,0.06593406593406594,0.03056628647161548,0.13646466199411572,0.24175824175824176,0.3159340659340659,51,0.8823529411764706,0.16483516483516483,0.3856998628398925,0.3686514172632555,0.15384615384615385,0.3626373626373626,0.2967032967032967,,0.45054945054945056,indel,vaf_bin+lc,0.2,truth,shared4,10-20%,True
all,149310,5,52292,0.35022436541423885,0.3478085634799401,0.3526478740276637,0.6844618578795794,0.6772004554283035,149310,0.6497756345857612,0.2603241577925122,0.6635995805091073,0.34694102977688257,0.7432121090348939,0.6283838992699752,0.6021498894916616,0.7213448529904226,0.6909115263545643,snv,all,0.2,union,native,,
,9088,5,0,0.0,0.0,0.00042251713672011187,0.32130281690140844,0.4118177816901408,9088,1.0,0.47337147887323944,0.2686842832823654,0.044078232838954366,0.4312279929577465,0.4175836267605634,0.7724471830985915,0.09551056338028169,0.3423195422535211,snv,vaf_bin,0.2,union,native,<5%,
,18394,5,4,0.00021746221593998044,8.456995594141676e-05,0.0005590630945552128,0.7436664129607481,0.6350222898771338,18394,0.99978253778406,0.1487441557029466,0.45086067452918066,0.020210048022924833,0.8834402522561705,0.6753289116016092,0.8543003153202131,0.006088942046319452,0.755953028161357,snv,vaf_bin,0.2,union,native,5-10%,
,49523,5,18927,0.38218605496436,0.3779156732194311,0.38647471275536915,0.7001999071138663,0.6908022534983745,49523,0.61781394503564,0.2505502493790764,0.6825343386506812,0.3619207959395005,0.7605557013912727,0.6274862185247259,0.603739676513943,0.7455727641701836,0.7166569068917472,snv,vaf_bin,0.2,union,native,10-20%,
,72305,5,33361,0.4613927114307448,0.4577612727447779,0.4650282521962424,0.7042666482262637,0.711970126547265,72305,0.5386072885692552,0.26862595947721457,0.7314010135594436,0.4412742763103692,0.7348731069773875,0.643551621602932,0.5155106839084433,0.9653689233109743,0.7005462969365881,snv,vaf_bin,0.2,union,native,>=20%,
,7470,5,0,0.0,0.0,0.0005139871967929427,0.37657295850066935,0.44677376171352073,7470,1.0,0.39357429718875503,0.28073940869311614,0.04697800890241005,0.47095046854083,0.49183400267737615,0.8730923694779117,0.0,0.39799196787148594,snv,vaf_bin+lc,0.2,union,native,<5%,False
,1618,5,0,0.0,0.0,0.00236857850673481,0.06613102595797281,0.25043263288009887,1618,1.0,0.8417799752781211,0.12720102871726416,-0.13490935451270722,0.24783683559950556,0.07478368355995056,0.30778739184178,0.5364647713226205,0.08529048207663782,snv,vaf_bin+lc,0.2,union,native,<5%,True
,16237,5,3,0.00018476319517152183,6.2838104361499e-05,0.0005431316568511535,0.8064913469236928,0.6706657633799347,16237,0.9998152368048285,0.09164254480507483,0.47341657457975017,-0.02759986539304406,0.9068177619018292,0.7391143684178112,0.8958551456549855,0.0004927018537907249,0.811048839071257,snv,vaf_bin+lc,0.2,union,native,5-10%,False
,2157,5,1,0.0004636068613815484,8.184268311392843e-05,0.0026214832813379815,0.2707464070468243,0.36671302735280487,2157,0.9995363931386184,0.5785813630041725,0.21160833116288535,0.018425719061254436,0.7074640704682429,0.1951784886416319,0.5414928140936486,0.04821511358368104,0.34121464997681966,snv,vaf_bin+lc,0.2,union,native,5-10%,True
,36488,5,18238,0.49983556237667176,0.49470554641074377,0.5049656129629606,0.8917452313089235,0.8265457136592852,36488,0.5001644376233282,0.06130782723087042,0.758087040088177,0.20723853050575824,0.9363900460425345,0.816323174742381,0.7615654461740846,0.7219633852225389,0.896486516114887,snv,vaf_bin+lc,0.2,union,native,10-20%,False
,13035,5,689,0.05285769083237438,0.04914664528996365,0.05683220744667171,0.1640199462984273,0.3108247027234369,13035,0.9471423091676257,0.7802838511699272,0.30768210205719265,0.06799598007134126,0.2683544303797468,0.09888761028001535,0.16194859992328348,0.8116609129267357,0.21327196010740315,snv,vaf_bin+lc,0.2,union,native,10-20%,True
,52246,5,31768,0.6080465490181066,0.6038526745284507,0.6122245361344354,0.9029207977644221,0.8593653102629867,52246,0.3919534509818933,0.07558473375952227,0.8195335638108754,0.2992700327109754,0.9166251961872679,0.8420357539333154,0.6624813382842706,0.9836159706006201,0.892068292309459,snv,vaf_bin+lc,0.2,union,native,>=20%,False
,20059,5,1593,0.07941572361533476,0.07575396316598268,0.0832385437213341,0.18684879605164764,0.32806221646143874,20059,0.9205842763846652,0.7714242983199562,0.3702865786227959,0.12706582196058513,0.2614786380178474,0.1265765990328531,0.13270850989580738,0.9178423650231816,0.20170497033750437,snv,vaf_bin+lc,0.2,union,native,>=20%,True
all,14982,4,2882,0.19236417033773862,0.18613183866003885,0.1987542202689866,0.42864771058603657,0.5613736483780537,14982,0.8076358296622613,0.37551728741156054,0.4410058118758931,0.11373253406394461,0.6427713255907088,0.4955279668936057,0.47330129488719797,,0.6338940061407021,indel,all,0.2,union,native,,
,703,4,0,0.0,0.0,0.0054346823785680004,0.02844950213371266,0.3200568990042674,703,1.0,0.748221906116643,0.061538718185287666,-0.2343080737641408,0.008534850640113799,0.3584637268847795,0.8762446657183499,,0.03698435277382646,indel,vaf_bin,0.2,union,native,<5%,
,1312,4,174,0.1326219512195122,0.11533751292026129,0.15205143159287748,0.3742378048780488,0.5161966463414634,1312,0.8673780487804879,0.4420731707317073,0.3757861651682514,0.07041684119273699,0.29039634146341464,0.5975609756097561,0.7667682926829268,,0.4100609756097561,indel,vaf_bin,0.2,union,native,5-10%,
,3985,4,746,0.18720200752823088,0.1753943200023035,0.1996121760600749,0.4258469259723965,0.5611668757841907,3985,0.8127979924717691,0.3683814303638645,0.43715973082620047,0.10522059662781827,0.5774153074027604,0.4785445420326223,0.5169385194479298,,0.6717691342534504,indel,vaf_bin,0.2,union,native,10-20%,
,8982,4,1962,0.218436873747495,0.21001332919414106,0.22710115550056065,0.4691605433088399,0.5869516811400579,8982,0.781563126252505,0.33979069249610333,0.46735829239912996,0.12839452899721465,0.772879091516366,0.4988866622133155,0.37953685148073923,,0.6965041193498107,indel,vaf_bin,0.2,union,native,>=20%,
,489,4,0,0.0,0.0,0.007794512316163985,0.03885480572597137,0.3445807770961145,489,1.0,0.6605316973415133,0.0788658339713031,-0.21787637084118375,0.0081799591002045,0.46830265848670755,0.8548057259713702,,0.04703476482617587,indel,vaf_bin+lc,0.2,union,native,<5%,False
,214,4,0,0.0,0.0,0.017634195260581874,0.004672897196261682,0.26401869158878505,214,1.0,0.9485981308411215,0.016240602697531893,-0.30662546237767496,0.009345794392523364,0.10747663551401869,0.9252336448598131,,0.014018691588785047,indel,vaf_bin+lc,0.2,union,native,<5%,True
,892,4,162,0.18161434977578475,0.1576970778910902,0.20826216142818846,0.5022421524663677,0.6022982062780269,892,0.8183856502242153,0.27466367713004486,0.4516194532909769,0.06824672100030035,0.3632286995515695,0.7567264573991032,0.7668161434977578,,0.5224215246636771,indel,vaf_bin+lc,0.2,union,native,5-10%,False
,420,4,12,0.02857142857142857,0.016418204251796475,0.04927017578106019,0.10238095238095238,0.3333333333333333,420,0.9714285714285714,0.7976190476190477,0.1560791821187245,-0.1303571428571429,0.1357142857142857,0.25952380952380955,0.7666666666666667,,0.17142857142857143,indel,vaf_bin+lc,0.2,union,native,5-10%,True
,1936,4,669,0.3455578512396694,0.32469927401447557,0.3670281105710938,0.6926652892561983,0.7214617768595041,1936,0.6544421487603306,0.15237603305785125,0.6064917597755791,0.12157428177654934,0.6611570247933884,0.7877066115702479,0.6203512396694215,,0.8166322314049587,indel,vaf_bin+lc,0.2,union,native,10-20%,False
,2049,4,77,0.037579306979014154,0.03017251554698635,0.046716743554089134,0.17374328940946804,0.4097120546608102,2049,0.9624206930209859,0.5724743777452416,0.21463081293305816,-0.08230627051427551,0.49829184968277207,0.18643240605173256,0.4192288921425085,,0.5348950707662274,indel,vaf_bin+lc,0.2,union,native,10-20%,True
